"Product Name","Description","Brand","Category","Price","Old Price","Discount Percentage","HSN Code","GST Percent","Tax Type","Unit","Unit Value","Promotor ID","Promotor Commission Rate","Promotor Commission Type","Promotor Commission Amount","Quantity","Stock Status","Active Status","Low Stock Threshold","Min Order Quantity","Max Order Quantity","Weight","Weight Unit","SKU","Seller","Warehouse","Storage Type","Estimated Delivery Time","Delivery Charges","Free Delivery Threshold","Serviceable Pincodes","Image 1","Image 2","Image 3","Image 4","Image 5","Video"
"Amul Buttermilk Chaas","Amul Buttermilk Chaas is a fresh dairy & bakery essential for daily use, in the Buttermilk range. Pack size: 200ml.","Amul","Dairy, Bread & Eggs","","","0","","","inclusive","ml","200","","","","","","out-of-stock","Active","10","1","10","200","ml","","","","","","","","","","","","","",""
"Amul Lassi","Amul Lassi is a fresh dairy & bakery essential for daily use, in the Lassi range. Pack size: 200ml.","Amul","Dairy, Bread & Eggs","","","0","","","inclusive","ml","200","","","","","","out-of-stock","Active","10","1","10","200","ml","","","","","","","","","","","","","",""
"Britannia Cheese Spread","Britannia Cheese Spread is a fresh dairy & bakery essential for daily use, in the Cheese range. Pack size: 180g.","Britannia","Dairy, Bread & Eggs","","","0","","","inclusive","g","180","","","","","","out-of-stock","Active","10","1","10","180","g","","","","","","","","","","","","","",""
"Fresh Banana","Fresh Banana is a fresh pick for healthy daily meals, in the Fruits range. Pack size: 1kg.","Fresh","Fruits & Vegetables","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Fresh Apple Shimla","Fresh Apple Shimla is a fresh pick for healthy daily meals, in the Fruits range. Pack size: 1kg.","Fresh","Fruits & Vegetables","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Fresh Mango Alphonso","Fresh Mango Alphonso is a fresh pick for healthy daily meals, in the Fruits range. Pack size: 1kg.","Fresh","Fruits & Vegetables","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Fresh Papaya","Fresh Papaya is a fresh pick for healthy daily meals, in the Fruits range. Pack size: 1piece.","Fresh","Fruits & Vegetables","","","0","","","inclusive","piece","1","","","","","","out-of-stock","Active","10","1","10","1","piece","","","","","","","","","","","","","",""
"Fresh Pomegranate","Fresh Pomegranate is a fresh pick for healthy daily meals, in the Fruits range. Pack size: 1kg.","Fresh","Fruits & Vegetables","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Fresh Watermelon","Fresh Watermelon is a fresh pick for healthy daily meals, in the Fruits range. Pack size: 1piece.","Fresh","Fruits & Vegetables","","","0","","","inclusive","piece","1","","","","","","out-of-stock","Active","10","1","10","1","piece","","","","","","","","","","","","","",""
"Fresh Orange","Fresh Orange is a fresh pick for healthy daily meals, in the Fruits range. Pack size: 1kg.","Fresh","Fruits & Vegetables","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Fresh Grapes Green","Fresh Grapes Green is a fresh pick for healthy daily meals, in the Fruits range. Pack size: 500g.","Fresh","Fruits & Vegetables","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Fresh Guava","Fresh Guava is a fresh pick for healthy daily meals, in the Fruits range. Pack size: 1kg.","Fresh","Fruits & Vegetables","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Fresh Pineapple","Fresh Pineapple is a fresh pick for healthy daily meals, in the Fruits range. Pack size: 1piece.","Fresh","Fruits & Vegetables","","","0","","","inclusive","piece","1","","","","","","out-of-stock","Active","10","1","10","1","piece","","","","","","","","","","","","","",""
"Fresh Onion","Fresh Onion is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 1kg.","Fresh","Fruits & Vegetables","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Fresh Potato","Fresh Potato is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 1kg.","Fresh","Fruits & Vegetables","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Fresh Tomato","Fresh Tomato is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 1kg.","Fresh","Fruits & Vegetables","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Fresh Green Capsicum","Fresh Green Capsicum is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 500g.","Fresh","Fruits & Vegetables","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Fresh Cucumber","Fresh Cucumber is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 500g.","Fresh","Fruits & Vegetables","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Fresh Carrot","Fresh Carrot is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 500g.","Fresh","Fruits & Vegetables","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Fresh Cauliflower","Fresh Cauliflower is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 1piece.","Fresh","Fruits & Vegetables","","","0","","","inclusive","piece","1","","","","","","out-of-stock","Active","10","1","10","1","piece","","","","","","","","","","","","","",""
"Fresh Cabbage","Fresh Cabbage is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 1piece.","Fresh","Fruits & Vegetables","","","0","","","inclusive","piece","1","","","","","","out-of-stock","Active","10","1","10","1","piece","","","","","","","","","","","","","",""
"Fresh Spinach Palak","Fresh Spinach Palak is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 250g.","Fresh","Fruits & Vegetables","","","0","","","inclusive","g","250","","","","","","out-of-stock","Active","10","1","10","250","g","","","","","","","","","","","","","",""
"Fresh Coriander Leaves","Fresh Coriander Leaves is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 100g.","Fresh","Fruits & Vegetables","","","0","","","inclusive","g","100","","","","","","out-of-stock","Active","10","1","10","100","g","","","","","","","","","","","","","",""
"Fresh Green Chilli","Fresh Green Chilli is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 100g.","Fresh","Fruits & Vegetables","","","0","","","inclusive","g","100","","","","","","out-of-stock","Active","10","1","10","100","g","","","","","","","","","","","","","",""
"Fresh Ginger","Fresh Ginger is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 200g.","Fresh","Fruits & Vegetables","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Fresh Garlic","Fresh Garlic is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 200g.","Fresh","Fruits & Vegetables","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Fresh Lemon","Fresh Lemon is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 250g.","Fresh","Fruits & Vegetables","","","0","","","inclusive","g","250","","","","","","out-of-stock","Active","10","1","10","250","g","","","","","","","","","","","","","",""
"Fresh Brinjal","Fresh Brinjal is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 500g.","Fresh","Fruits & Vegetables","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Fresh Bottle Gourd Lauki","Fresh Bottle Gourd Lauki is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 500g.","Fresh","Fruits & Vegetables","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Fresh Okra Bhindi","Fresh Okra Bhindi is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 500g.","Fresh","Fruits & Vegetables","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Fresh Green Peas","Fresh Green Peas is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 500g.","Fresh","Fruits & Vegetables","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Fresh Beetroot","Fresh Beetroot is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 500g.","Fresh","Fruits & Vegetables","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Fresh Sweet Corn","Fresh Sweet Corn is a fresh pick for healthy daily meals, in the Vegetables range. Pack size: 500g.","Fresh","Fruits & Vegetables","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Britannia Good Day Butter Cookies","Britannia Good Day Butter Cookies is a popular tea-time snack, in the Cookies range. Pack size: 200g.","Britannia","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Parle-G Original Glucose Biscuits","Parle-G Original Glucose Biscuits is a popular tea-time snack, in the Glucose Biscuits range. Pack size: 200g.","Parle","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Britannia Marie Gold","Britannia Marie Gold is a popular tea-time snack, in the Marie Biscuits range. Pack size: 200g.","Britannia","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Sunfeast Dark Fantasy Choco Fills","Sunfeast Dark Fantasy Choco Fills is a popular tea-time snack, in the Cream Biscuits range. Pack size: 100g.","Sunfeast","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","100","","","","","","out-of-stock","Active","10","1","10","100","g","","","","","","","","","","","","","",""
"Britannia Bourbon","Britannia Bourbon is a popular tea-time snack, in the Cream Biscuits range. Pack size: 150g.","Britannia","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","150","","","","","","out-of-stock","Active","10","1","10","150","g","","","","","","","","","","","","","",""
"Oreo Original Chocolate Biscuits","Oreo Original Chocolate Biscuits is a popular tea-time snack, in the Cream Biscuits range. Pack size: 120g.","Oreo","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","120","","","","","","out-of-stock","Active","10","1","10","120","g","","","","","","","","","","","","","",""
"Hide & Seek Chocolate Chip Cookies","Hide & Seek Chocolate Chip Cookies is a popular tea-time snack, in the Cookies range. Pack size: 200g.","Parle","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"McVities Digestive Biscuits","McVities Digestive Biscuits is a popular tea-time snack, in the Digestive Biscuits range. Pack size: 250g.","McVities","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","250","","","","","","out-of-stock","Active","10","1","10","250","g","","","","","","","","","","","","","",""
"Parle Monaco Salted Crackers","Parle Monaco Salted Crackers is a popular tea-time snack, in the Crackers range. Pack size: 200g.","Parle","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Britannia 50-50 Maska Chaska","Britannia 50-50 Maska Chaska is a popular tea-time snack, in the Crackers range. Pack size: 150g.","Britannia","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","150","","","","","","out-of-stock","Active","10","1","10","150","g","","","","","","","","","","","","","",""
"Sunfeast Mom's Magic Cashew Almond","Sunfeast Mom's Magic Cashew Almond is a popular tea-time snack, in the Cookies range. Pack size: 200g.","Sunfeast","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Patanjali Doodh Biscuits","Patanjali Doodh Biscuits is a popular tea-time snack, in the Glucose Biscuits range. Pack size: 200g.","Patanjali","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Britannia Nutrichoice Digestive","Britannia Nutrichoice Digestive is a popular tea-time snack, in the Digestive Biscuits range. Pack size: 200g.","Britannia","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Parle Hide & Seek Fab","Parle Hide & Seek Fab is a popular tea-time snack, in the Cream Biscuits range. Pack size: 100g.","Parle","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","100","","","","","","out-of-stock","Active","10","1","10","100","g","","","","","","","","","","","","","",""
"Unibic Choco Chip Cookies","Unibic Choco Chip Cookies is a popular tea-time snack, in the Cookies range. Pack size: 150g.","Unibic","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","150","","","","","","out-of-stock","Active","10","1","10","150","g","","","","","","","","","","","","","",""
"Britannia Cake Rusk","Britannia Cake Rusk is a popular tea-time snack, in the Rusk range. Pack size: 200g.","Britannia","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"English Oven Bread Loaf","English Oven Bread Loaf is a popular tea-time snack, in the Bread range. Pack size: 400g.","English Oven","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","400","","","","","","out-of-stock","Active","10","1","10","400","g","","","","","","","","","","","","","",""
"Karachi Bakery Fruit Biscuits","Karachi Bakery Fruit Biscuits is a popular tea-time snack, in the Cookies range. Pack size: 400g.","Karachi Bakery","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","400","","","","","","out-of-stock","Active","10","1","10","400","g","","","","","","","","","","","","","",""
"Britannia Treat Jim Jam","Britannia Treat Jim Jam is a popular tea-time snack, in the Cream Biscuits range. Pack size: 150g.","Britannia","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","150","","","","","","out-of-stock","Active","10","1","10","150","g","","","","","","","","","","","","","",""
"Sunfeast Marie Light","Sunfeast Marie Light is a popular tea-time snack, in the Marie Biscuits range. Pack size: 200g.","Sunfeast","Bakery, Biscuits & Cookies","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Kellogg's Corn Flakes Original","Kellogg's Corn Flakes Original is a quick breakfast and meal-time essential, in the Cereal range. Pack size: 475g.","Kellogg's","Breakfast, Sauces & Spreads","","","0","","","inclusive","g","475","","","","","","out-of-stock","Active","10","1","10","475","g","","","","","","","","","","","","","",""
"Kellogg's Chocos","Kellogg's Chocos is a quick breakfast and meal-time essential, in the Cereal range. Pack size: 700g.","Kellogg's","Breakfast, Sauces & Spreads","","","0","","","inclusive","g","700","","","","","","out-of-stock","Active","10","1","10","700","g","","","","","","","","","","","","","",""
"Quaker Oats","Quaker Oats is a quick breakfast and meal-time essential, in the Cereal range. Pack size: 1kg.","Quaker","Breakfast, Sauces & Spreads","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Saffola Oats Masala","Saffola Oats Masala is a quick breakfast and meal-time essential, in the Cereal range. Pack size: 400g.","Saffola","Breakfast, Sauces & Spreads","","","0","","","inclusive","g","400","","","","","","out-of-stock","Active","10","1","10","400","g","","","","","","","","","","","","","",""
"Bagrry's Crunchy Muesli","Bagrry's Crunchy Muesli is a quick breakfast and meal-time essential, in the Cereal range. Pack size: 400g.","Bagrry's","Breakfast, Sauces & Spreads","","","0","","","inclusive","g","400","","","","","","out-of-stock","Active","10","1","10","400","g","","","","","","","","","","","","","",""
"Kissan Mixed Fruit Jam","Kissan Mixed Fruit Jam is a quick breakfast and meal-time essential, in the Jam range. Pack size: 500g.","Kissan","Breakfast, Sauces & Spreads","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Kissan Tomato Ketchup","Kissan Tomato Ketchup is a quick breakfast and meal-time essential, in the Ketchup range. Pack size: 1kg.","Kissan","Breakfast, Sauces & Spreads","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Maggi Tomato Ketchup","Maggi Tomato Ketchup is a quick breakfast and meal-time essential, in the Ketchup range. Pack size: 1kg.","Maggi","Breakfast, Sauces & Spreads","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Heinz Tomato Ketchup","Heinz Tomato Ketchup is a quick breakfast and meal-time essential, in the Ketchup range. Pack size: 900g.","Heinz","Breakfast, Sauces & Spreads","","","0","","","inclusive","g","900","","","","","","out-of-stock","Active","10","1","10","900","g","","","","","","","","","","","","","",""
"Funfoods Veg Mayonnaise","Funfoods Veg Mayonnaise is a quick breakfast and meal-time essential, in the Spread range. Pack size: 875g.","Funfoods","Breakfast, Sauces & Spreads","","","0","","","inclusive","g","875","","","","","","out-of-stock","Active","10","1","10","875","g","","","","","","","","","","","","","",""
"Nutella Hazelnut Spread","Nutella Hazelnut Spread is a quick breakfast and meal-time essential, in the Spread range. Pack size: 350g.","Nutella","Breakfast, Sauces & Spreads","","","0","","","inclusive","g","350","","","","","","out-of-stock","Active","10","1","10","350","g","","","","","","","","","","","","","",""
"Dabur Honey","Dabur Honey is a quick breakfast and meal-time essential, in the Spread range. Pack size: 500g.","Dabur","Breakfast, Sauces & Spreads","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Patanjali Honey","Patanjali Honey is a quick breakfast and meal-time essential, in the Spread range. Pack size: 500g.","Patanjali","Breakfast, Sauces & Spreads","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Pintola Crunchy Peanut Butter","Pintola Crunchy Peanut Butter is a quick breakfast and meal-time essential, in the Spread range. Pack size: 1kg.","Pintola","Breakfast, Sauces & Spreads","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Weikfield Custard Powder","Weikfield Custard Powder is a quick breakfast and meal-time essential, in the Dessert Mix range. Pack size: 100g.","Weikfield","Breakfast, Sauces & Spreads","","","0","","","inclusive","g","100","","","","","","out-of-stock","Active","10","1","10","100","g","","","","","","","","","","","","","",""
"Kissan Fresh Tomato Puree","Kissan Fresh Tomato Puree is a quick breakfast and meal-time essential, in the Sauce range. Pack size: 200g.","Kissan","Breakfast, Sauces & Spreads","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Maggi Hot & Sweet Sauce","Maggi Hot & Sweet Sauce is a quick breakfast and meal-time essential, in the Sauce range. Pack size: 1kg.","Maggi","Breakfast, Sauces & Spreads","","","0","","","inclusive","kg","1","","","","","","out-of-stock","Active","10","1","10","1","kg","","","","","","","","","","","","","",""
"Ching's Schezwan Chutney","Ching's Schezwan Chutney is a quick breakfast and meal-time essential, in the Sauce range. Pack size: 250g.","Ching's","Breakfast, Sauces & Spreads","","","0","","","inclusive","g","250","","","","","","out-of-stock","Active","10","1","10","250","g","","","","","","","","","","","","","",""
"Maggi 2-Minute Masala Noodles","Maggi 2-Minute Masala Noodles is a quick and convenient meal option, in the Instant Noodles range. Pack size: 70g.","Maggi","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","70","","","","","","out-of-stock","Active","10","1","10","70","g","","","","","","","","","","","","","",""
"Maggi 2-Minute Masala Noodles Family Pack","Maggi 2-Minute Masala Noodles Family Pack is a quick and convenient meal option, in the Instant Noodles range. Pack size: 420g.","Maggi","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","420","","","","","","out-of-stock","Active","10","1","10","420","g","","","","","","","","","","","","","",""
"Top Ramen Masala Noodles","Top Ramen Masala Noodles is a quick and convenient meal option, in the Instant Noodles range. Pack size: 70g.","Top Ramen","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","70","","","","","","out-of-stock","Active","10","1","10","70","g","","","","","","","","","","","","","",""
"Knorr Soupy Noodles","Knorr Soupy Noodles is a quick and convenient meal option, in the Instant Noodles range. Pack size: 60g.","Knorr","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","60","","","","","","out-of-stock","Active","10","1","10","60","g","","","","","","","","","","","","","",""
"Yippee Magic Masala Noodles","Yippee Magic Masala Noodles is a quick and convenient meal option, in the Instant Noodles range. Pack size: 70g.","Yippee","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","70","","","","","","out-of-stock","Active","10","1","10","70","g","","","","","","","","","","","","","",""
"Maggi Cuppa Mania Masala","Maggi Cuppa Mania Masala is a quick and convenient meal option, in the Instant Noodles range. Pack size: 70g.","Maggi","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","70","","","","","","out-of-stock","Active","10","1","10","70","g","","","","","","","","","","","","","",""
"Sunfeast Pasta Treat Masala","Sunfeast Pasta Treat Masala is a quick and convenient meal option, in the Instant Pasta range. Pack size: 70g.","Sunfeast","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","70","","","","","","out-of-stock","Active","10","1","10","70","g","","","","","","","","","","","","","",""
"Maggi Atta Noodles","Maggi Atta Noodles is a quick and convenient meal option, in the Instant Noodles range. Pack size: 72g.","Maggi","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","72","","","","","","out-of-stock","Active","10","1","10","72","g","","","","","","","","","","","","","",""
"Knorr Chinese Bhuna Masala Noodles","Knorr Chinese Bhuna Masala Noodles is a quick and convenient meal option, in the Instant Noodles range. Pack size: 60g.","Knorr","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","60","","","","","","out-of-stock","Active","10","1","10","60","g","","","","","","","","","","","","","",""
"Bambino Vermicelli Semiya","Bambino Vermicelli Semiya is a quick and convenient meal option, in the Vermicelli range. Pack size: 900g.","Bambino","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","900","","","","","","out-of-stock","Active","10","1","10","900","g","","","","","","","","","","","","","",""
"MTR Roasted Vermicelli","MTR Roasted Vermicelli is a quick and convenient meal option, in the Vermicelli range. Pack size: 900g.","MTR","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","900","","","","","","out-of-stock","Active","10","1","10","900","g","","","","","","","","","","","","","",""
"Borges Penne Pasta","Borges Penne Pasta is a quick and convenient meal option, in the Pasta range. Pack size: 500g.","Borges","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Del Monte Macaroni Pasta","Del Monte Macaroni Pasta is a quick and convenient meal option, in the Pasta range. Pack size: 500g.","Del Monte","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"MTR Ready to Eat Poha","MTR Ready to Eat Poha is a quick and convenient meal option, in the Ready to Eat range. Pack size: 180g.","MTR","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","180","","","","","","out-of-stock","Active","10","1","10","180","g","","","","","","","","","","","","","",""
"Haldiram's Ready to Eat Rajma","Haldiram's Ready to Eat Rajma is a quick and convenient meal option, in the Ready to Eat range. Pack size: 285g.","Haldiram's","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","285","","","","","","out-of-stock","Active","10","1","10","285","g","","","","","","","","","","","","","",""
"MTR Ready to Eat Dal Makhani","MTR Ready to Eat Dal Makhani is a quick and convenient meal option, in the Ready to Eat range. Pack size: 300g.","MTR","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","300","","","","","","out-of-stock","Active","10","1","10","300","g","","","","","","","","","","","","","",""
"Gits Ready to Eat Gulab Jamun","Gits Ready to Eat Gulab Jamun is a quick and convenient meal option, in the Ready to Eat range. Pack size: 200g.","Gits","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Kohinoor Ready to Eat Biryani","Kohinoor Ready to Eat Biryani is a quick and convenient meal option, in the Ready to Eat range. Pack size: 250g.","Kohinoor","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","250","","","","","","out-of-stock","Active","10","1","10","250","g","","","","","","","","","","","","","",""
"MTR Rava Idli Mix","MTR Rava Idli Mix is a quick and convenient meal option, in the Ready to Cook range. Pack size: 500g.","MTR","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","500","","","","","","out-of-stock","Active","10","1","10","500","g","","","","","","","","","","","","","",""
"Gits Dhokla Mix","Gits Dhokla Mix is a quick and convenient meal option, in the Ready to Cook range. Pack size: 200g.","Gits","Noodles, Pasta & Ready-to-Cook","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Lay's Classic Salted Potato Chips","Lay's Classic Salted Potato Chips is a popular snack for munching anytime, in the Chips range. Pack size: 52g.","Lay's","Snacks & Namkeen","","","0","","","inclusive","g","52","","","","","","out-of-stock","Active","10","1","10","52","g","","","","","","","","","","","","","",""
"Lay's India's Magic Masala","Lay's India's Magic Masala is a popular snack for munching anytime, in the Chips range. Pack size: 52g.","Lay's","Snacks & Namkeen","","","0","","","inclusive","g","52","","","","","","out-of-stock","Active","10","1","10","52","g","","","","","","","","","","","","","",""
"Lay's India's Magic Masala Family Pack","Lay's India's Magic Masala Family Pack is a popular snack for munching anytime, in the Chips range. Pack size: 182g.","Lay's","Snacks & Namkeen","","","0","","","inclusive","g","182","","","","","","out-of-stock","Active","10","1","10","182","g","","","","","","","","","","","","","",""
"Bingo Mad Angles Tomato","Bingo Mad Angles Tomato is a popular snack for munching anytime, in the Chips range. Pack size: 72g.","Bingo","Snacks & Namkeen","","","0","","","inclusive","g","72","","","","","","out-of-stock","Active","10","1","10","72","g","","","","","","","","","","","","","",""
"Kurkure Masala Munch","Kurkure Masala Munch is a popular snack for munching anytime, in the Namkeen range. Pack size: 90g.","Kurkure","Snacks & Namkeen","","","0","","","inclusive","g","90","","","","","","out-of-stock","Active","10","1","10","90","g","","","","","","","","","","","","","",""
"Kurkure Masala Munch Family Pack","Kurkure Masala Munch Family Pack is a popular snack for munching anytime, in the Namkeen range. Pack size: 198g.","Kurkure","Snacks & Namkeen","","","0","","","inclusive","g","198","","","","","","out-of-stock","Active","10","1","10","198","g","","","","","","","","","","","","","",""
"Haldiram's Aloo Bhujia","Haldiram's Aloo Bhujia is a popular snack for munching anytime, in the Namkeen range. Pack size: 200g.","Haldiram's","Snacks & Namkeen","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Haldiram's Moong Dal","Haldiram's Moong Dal is a popular snack for munching anytime, in the Namkeen range. Pack size: 200g.","Haldiram's","Snacks & Namkeen","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
"Haldiram's Bhel Puri","Haldiram's Bhel Puri is a popular snack for munching anytime, in the Namkeen range. Pack size: 150g.","Haldiram's","Snacks & Namkeen","","","0","","","inclusive","g","150","","","","","","out-of-stock","Active","10","1","10","150","g","","","","","","","","","","","","","",""
"Haldiram's Navratan Mix","Haldiram's Navratan Mix is a popular snack for munching anytime, in the Namkeen range. Pack size: 200g.","Haldiram's","Snacks & Namkeen","","","0","","","inclusive","g","200","","","","","","out-of-stock","Active","10","1","10","200","g","","","","","","","","","","","","","",""
